"Mã ảnh","Tên tệp","Thư mục trước","Thư mục sau","Căn cứ xếp","Nội dung nhìn thấy","Đang được dùng","Địa chỉ xem","Dung lượng (byte)"
"820e93d1-3a69-32e8-a2c9-c2f767270ed7","quan-bao-ho-ls2-apollo-8.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh túi quần bảo hộ LS2 màu xám","Không","http://localhost:3000/media/migration/wordpress/84/849b55a3a6a7d0daf84abd7d38c6dd6f406419a8864c78b576f74187d8644a28/quan-bao-ho-ls2-apollo-8.jpg","151610"
"822b5fba-cfd2-4ea4-8935-fd2f66d8d765","h__ng_d_n_g_____s9x___ng_c_ch..mp4","Chưa phân loại","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/uploads/7ee107df-62cd-47c8-a5e4-36a071ef5922/h__ng_d_n_g_____s9x___ng_c_ch..mp4","2313240"
"822d8e24-7b2e-4e71-b371-8c6534f57128","img_5006.jpeg","Chưa phân loại","Sản phẩm / ILM","Nhìn trực tiếp nội dung ảnh","người mẫu đội mũ bảo hiểm địa hình ILM xám trắng","Có","http://localhost:3000/media/uploads/e6b9a48c-2e79-4e01-9771-9665498934eb/img_5006.jpeg","441733"
"823696d7-71f9-4f3c-82c9-97856681bc1c","givi-logo-png_seeklogo-196091.png","Chưa phân loại","Thương hiệu","Nhìn trực tiếp nội dung ảnh","logo thương hiệu GIVI","Không","http://localhost:3000/media/uploads/70ee7dc0-75f1-4417-bf4b-f4f5349c5023/givi-logo-png_seeklogo-196091.png","9415"
"823c9ea5-f6b2-447e-91d3-f387ed93e11e","49546085087_7f083a79f2_m.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/08/49546085087_7f083a79f2_m.jpg","12451"
"82534fc8-64b2-30af-b4c2-d60e79049f2b","AO-BAO-HO-TAICHI-RSJ342-QUICK-DRY-RACER-JACKET.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","ảnh thông số vị trí giáp lưng áo TAICHI","Có","http://localhost:3000/media/migration/wordpress/39/39431c571f280e4a3183175d82bdcc13912d95b2ca3ed50f0b68ec32d54ae3a8/AO-BAO-HO-TAICHI-RSJ342-QUICK-DRY-RACER-JACKET.jpg","146449"
"825ed772-64d2-4aa1-b5f5-6ebecc0b956e","61wh-B8lsXL.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu nam mặc quần jean bảo hộ màu đen","Không","http://localhost:3000/media/wp-uploads/2024/03/61wh-B8lsXL.jpg","106064"
"82647f27-44a5-4dfa-b664-796cfebf5dd0","GANG-TAY-LS2-ALL-TERRAIN-II-MAN-02.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","găng tay bảo hộ màu đen chụp lòng bàn tay","Không","http://localhost:3000/media/wp-uploads/2025/10/GANG-TAY-LS2-ALL-TERRAIN-II-MAN-02.jpg","60972"
"828830cb-6ecd-497d-849e-9907b9202bfe","17-deo-ta-nung-con-duong-hap-dan-cho-cac-biker-chinh-phuc.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/06/17-deo-ta-nung-con-duong-hap-dan-cho-cac-biker-chinh-phuc.jpg","60811"
"8290a26f-c58c-4817-a88c-8da9f472b4e1","z7717247510890_a9660fe27e41498cfbead254f6b0c1b8.jpg","Chưa phân loại","Sản phẩm / AGV","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm AGV kín mặt màu trắng","Không","http://localhost:3000/media/wp-uploads/2026/04/z7717247510890_a9660fe27e41498cfbead254f6b0c1b8.jpg","195102"
"82a34bce-1503-4ff7-a173-83dcafaf0ec1","Balo-di-mo-to-phuot-Kriega-R20.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","balo KRIEGA R20 màu đen","Không","http://localhost:3000/media/wp-uploads/2026/01/Balo-di-mo-to-phuot-Kriega-R20.jpg","55257"
"82acaf2b-a8d2-45b7-a3f6-9b02ca329c5b","mau-balo-givi-pbp01-30l.jpg","Chưa phân loại","Sản phẩm / GIVI","Nhìn trực tiếp nội dung ảnh","người mẫu đeo balo chống nước GIVI","Không","http://localhost:3000/media/wp-uploads/2026/01/mau-balo-givi-pbp01-30l.jpg","22315"
"82b116a5-fca6-424b-9995-e2d412a15433","ao-quan-moto-phuot-adventure-spyke-sahara-mau-den-xanh-la-bigbike-shop.webp","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","người đi mô tô đứng cạnh xe giữa núi","Có","http://localhost:3000/media/uploads/1560a2fa-a674-407f-9ab1-8dea6b6590e0/ao-quan-moto-phuot-adventure-spyke-sahara-mau-den-xanh-la-bigbike-shop.webp","372470"
"82d65232-26ae-425e-8d06-6ab89821d199","quan-dao-cat-ba.jpg","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/05/quan-dao-cat-ba.jpg","60697"
"82e678ef-d111-409f-9b88-177720a14429","13-di-phuot-theo-doan.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/08/13-di-phuot-theo-doan.jpg","56678"
"82ec80f4-5ba7-4b46-9142-6aee167a2868","z7536242360792_ee62d52df19f40edd831c9fcd8393b2e.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/02/z7536242360792_ee62d52df19f40edd831c9fcd8393b2e.jpg","473524"
"82ee9ba3-3d33-3f59-89b4-9ec34143021f","27019.jpg","Chưa phân loại","Sản phẩm / LS2","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/f7/f7bc95e390ba9e0d6ec7e7412667ab8aea7babdc70a1c7c5e64c7cc133b13023/27019.jpg","20702"
"82f9438b-672b-432e-8ab3-3b8b078966f9","Thuong-hieu-Alpinestars.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/08/Thuong-hieu-Alpinestars.jpg","20267"
"831553d0-1e0b-462d-a682-24b891d1aeba","gia-do-dien-thoai-kep-ghidong-kewig-m36-c1s-hop-day-du-mau-den-tai-bigbike-shop.webp","Sản phẩm / KEWIG","Sản phẩm / KEWIG","Nhìn trực tiếp nội dung ảnh","bộ giá đỡ điện thoại KEWIG MAG-4","Không","http://localhost:3000/media/uploads/b3e9d940-fc59-4768-967c-747fc2dd7bc9/gia-do-dien-thoai-kep-ghidong-kewig-m36-c1s-hop-day-du-mau-den-tai-bigbike-shop.webp","273774"
"831b4799-b5df-33e2-9838-536e2851eed5","KOMINE-BK-101-01.jpg","Chưa phân loại","Sản phẩm / KOMINE","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/e9/e94e1437e632e0d7553064995b4ba1b0b89e7044689d8da536880059cb9a198c/KOMINE-BK-101-01.jpg","48410"
"83257c9c-7499-3547-8a01-b3e33f8c3c09","LS2-CHART-MAN-01.png","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","quần bảo hộ màu đen chụp sản phẩm","Không","http://localhost:3000/media/migration/wordpress/df/dfccb00f097fb4bc1fea0ed5f1d1a9d9f85c0d72282454cd91b54aa685232d35/LS2-CHART-MAN-01.png","207884"
"832963c2-4b99-42e5-803f-a7d1d5c7639f","z7692965814900_2400be1fdef1960dba39a636d3936a73.jpg","Chưa phân loại","Sản phẩm / ILM","Nhìn trực tiếp nội dung ảnh","găng tay ILM màu đen xanh","Không","http://localhost:3000/media/wp-uploads/2026/04/z7692965814900_2400be1fdef1960dba39a636d3936a73.jpg","118625"
"832d2aba-3438-431e-8b6d-027eec751fc9","z6718959838808_e4f62787d74ca5d5084f762965723826.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu nữ mặc quần jean bảo hộ màu xanh đậm","Có","http://localhost:3000/media/wp-uploads/2025/06/z6718959838808_e4f62787d74ca5d5084f762965723826.jpg","17323"
"832e9835-8414-47bf-a0ac-4d664d23faa8","chatgpt_image_19_21_29_27_thg_7__2026.png","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","áo khoác bảo hộ SPYKE màu xám đen","Không","http://localhost:3000/media/uploads/0f045d0f-acf2-461a-8985-d22bcc09d4db/chatgpt_image_19_21_29_27_thg_7__2026.png","1832875"
"832eadc4-43aa-4e44-90bf-578868e5598b","balo_givi_cit03__4_.jpg","Chưa phân loại","Sản phẩm / GIVI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/98f58075-a805-47ba-b2f4-0ada6ffb27a3/balo_givi_cit03__4_.jpg","158637"
"8331e840-29e9-430a-862d-e015d481236d","3-hjc-i30-jet-open-face-mang-ve-sang-trong-va-ca-tinh.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/05/3-hjc-i30-jet-open-face-mang-ve-sang-trong-va-ca-tinh.jpg","30694"
"83560044-49ec-424b-b8c5-761eda58b49d","mu-bao-hiem-phuot-cho-nu.jpg","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","nữ biker mặc đồ bảo hộ đứng bên mô tô","Có","http://localhost:3000/media/wp-uploads/2023/05/mu-bao-hiem-phuot-cho-nu.jpg","24659"
"835ee2a4-db03-45ae-9eba-b2d9939929f6","1-uu-diem-phuot-bang-xe-con-2.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/03/1-uu-diem-phuot-bang-xe-con-2.jpg","52290"
"83e3910b-b47c-4855-b123-9326a2ed71a7","Nhung-tieu-chi-quan-trong-quyet-dinh-mua-mu.jpg","Chưa phân loại","Bài viết / 2026","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2026/02/Nhung-tieu-chi-quan-trong-quyet-dinh-mua-mu.jpg","32563"
"83e98859-a1be-33d9-a8af-e9a3250317a5","MU-BAO-HIEM-LS2-FF800-XANH-LA-3.jpg","Chưa phân loại","Sản phẩm / LS2","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/09/09663708e0a78bcc697dcef5d31e9648410f8db01d529fe2db694f63ab294ca3/MU-BAO-HIEM-LS2-FF800-XANH-LA-3.jpg","187354"
"83ea87ed-1303-4388-ba9c-3c152db72363","h__ng_d_n_share_nh_c_cho_s13_2025__.mp4","Chưa phân loại","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/uploads/acb3b8b1-47c8-4616-81ec-77b1586579da/h__ng_d_n_share_nh_c_cho_s13_2025__.mp4","2273308"
"83eec179-d8e3-4e1d-885b-dfaebe5eb043","cach-tranh-ma-khi-di-dem-4.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/cach-tranh-ma-khi-di-dem-4.jpg","28127"
"83f7fec1-77be-45a4-95a7-2b0d7333d157","2.1.jpg","Chưa phân loại","Bài viết / 2022","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2022/04/2.1.jpg","34513"
"83fe57d9-c8a5-4eb2-933c-59f601698f79","cac-hang-dong-noi-tieng-o-viet-nam-4.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/06/cac-hang-dong-noi-tieng-o-viet-nam-4.jpg","41410"
"84115294-bc2a-497f-ae2f-bcf99256761e","cam-s_g_n___u_h_p_nh_t-_xe_m_y__xe___p__n_n_b_o_hi_m_test_th_t__quay_th_t__kh_ng_ch_nh_m_u.__xem_xong_l__bi_t_n_n_g_n_ki_u_n_o..mp4","Chưa phân loại","Sản phẩm / SCS","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/93d89e94-34d2-43aa-a3c2-569dc5bc9771/cam-s_g_n___u_h_p_nh_t-_xe_m_y__xe___p__n_n_b_o_hi_m_test_th_t__quay_th_t__kh_ng_ch_nh_m_u.__xem_xong_l__bi_t_n_n_g_n_ki_u_n_o..mp4","8684215"
"8439dab7-210a-4051-8326-3df7f47bbf77","2-balo-taichi-rsb278-duoc-trang-bi-khoa-keo-chat-luong-cao.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/05/2-balo-taichi-rsb278-duoc-trang-bi-khoa-keo-chat-luong-cao.jpg","10115"
"843b011e-40b5-3f5f-8220-9f7a2d687c21","z5547689315695_7490ba11aa544be9890a74216d80a897-768x1024.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh khóa dây màu đỏ trên đồ bảo hộ","Không","http://localhost:3000/media/migration/wordpress/67/6769e37502f5939708e93a729b6631d94ae6ef2b5454ae521da6510447972d0f/z5547689315695_7490ba11aa544be9890a74216d80a897-768x1024.jpg","154486"
"8441e3a2-3f93-4ff5-8290-d5ea8ef41fcc","mu-bao-hiem-fulface-retro-ilm-z503-ch_p-lifestyle-mat-ben-non.webp","Chưa phân loại","Sản phẩm / HEVIK","Nhìn trực tiếp nội dung ảnh","người đi xe mặc áo khoác HEVIK màu đen","Có","http://localhost:3000/media/uploads/9a02731d-7ea7-407b-9291-4220a7b9c62c/mu-bao-hiem-fulface-retro-ilm-z503-ch_p-lifestyle-mat-ben-non.webp","229728"
"8445f42d-532c-43e8-9dd9-a23f5a07ca91","di-trekking-can-chuan-bi-gi-9.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/06/di-trekking-can-chuan-bi-gi-9.jpg","24637"
"844c8fd2-2f2d-4db0-b775-38203ba24140","dia-diem-cam-trai-co-suoi-3.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/06/dia-diem-cam-trai-co-suoi-3.jpg","52322"
"84533b49-837e-35e1-b255-e78f6319a028","Caberg_Tanami_Carbon_071.jpg","Chưa phân loại","Sản phẩm / Caberg","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/02/02a6e6416d3e8677599835b39d4e18e35cdd5a7923d81c837bc5baf1f21912d9/Caberg_Tanami_Carbon_071.jpg","26750"
"8466634f-4116-41fb-a7ea-ea35f349a090","6-non-nexx-sx-100r-gridline.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/02/6-non-nexx-sx-100r-gridline.jpg","56419"
"84808f08-436a-4f02-b758-fab5edb2500c","5-phuot-bang-xe-ga-ab.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/02/5-phuot-bang-xe-ga-ab.jpg","64441"
"84a21cd0-d1d0-4040-b1c0-bce93d6279fd","11-03.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","quần bảo hộ màu đen kèm sơ đồ miếng giáp","Không","http://localhost:3000/media/wp-uploads/2025/04/11-03.jpg","47158"
"84a395fd-a809-4e67-bfb5-85947c1e3845","ao1.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/ao1.jpg","30726"
"84a49c28-61e2-4e8f-8427-77b3078e52b0","rsy271black_1024x1024_2x.webp","Chưa phân loại","Sản phẩm / TAICHI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/19b07add-4345-4bff-ad8b-53d5a6b983a5/rsy271black_1024x1024_2x.webp","26570"
"84aa76dd-d4b2-4ba3-a1ba-6d538cd8e7ad","z7283782941662_ec8f22ec198cd5065f1392e3fa6c9bca.jpg","Chưa phân loại","Sản phẩm / GIVI","Nhìn trực tiếp nội dung ảnh","bộ túi GIVI Canyon gắn trên xe mô tô","Có","http://localhost:3000/media/wp-uploads/2025/12/z7283782941662_ec8f22ec198cd5065f1392e3fa6c9bca.jpg","222039"
"84ad1d02-93b4-4630-b6b5-24a368c9f6fd","cach_do_gang_tay_bao_ho_moto.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/06/cach_do_gang_tay_bao_ho_moto.jpg","38781"
"84b128c4-8cd9-45c2-8545-d96de093ed47","Codex Image Aug 29, 2026, 03_06_21 PM.png","Chưa phân loại","Danh mục","Tra ngược từ ảnh danh mục","","Có","http://localhost:3000/media/uploads/b0a9ee2c-ae35-480b-ab3e-9345a1b7ffdb/codex_image_aug_29__2026__03_06_21_pm.png","895521"
"84d180d6-a3fe-45af-9d9f-69c30af2457e","pasted-image-0.png","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/12/pasted-image-0.png","313275"
"8502988e-bfb3-41d8-ab87-a02a646a08a8","3-dong-co-an-tuong-cua-suzuki-gz150a.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/03/3-dong-co-an-tuong-cua-suzuki-gz150a.jpg","49890"
"850dda6d-2294-4da8-977f-bbd8b0d7608c","gang-tay-komine-chinh-hang.jpg","Chưa phân loại","Bài viết / 2022","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2022/03/gang-tay-komine-chinh-hang.jpg","138154"
"8518e8b3-a18b-407d-a458-af8bf9f36a55","3-khung-canh-hung-vi-tai-rung-tram-tra-su.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/12/3-khung-canh-hung-vi-tai-rung-tram-tra-su.jpg","123337"
"8519f03d-73c2-4fd8-887e-d4a3270b264e","gia-do-dien-thoai-gan-chan-guong-kewig-m36-c2-gan-tren-xe-anh-render.webp","Sản phẩm / KEWIG","Sản phẩm / KEWIG","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/uploads/b4e56e1f-017a-4df8-bc94-5cc3e8257f22/gia-do-dien-thoai-gan-chan-guong-kewig-m36-c2-gan-tren-xe-anh-render.webp","307216"
"851eba94-28db-459f-a737-df006f5f5a7d","img_4533.jpeg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu mặc bộ áo mưa phản quang màu xám","Không","http://localhost:3000/media/uploads/74c53f1c-e2b9-4390-9389-a10da036b292/img_4533.jpeg","1009233"
"852a51d0-e1fc-3b5b-bafd-170966ffac0d","Mu-bao-hiem-moto-ls2-copter-of600-xam-02.jpg","Chưa phân loại","Sản phẩm / LS2","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/b0/b03ff7b67e7d61d805b09845ede02bd922c5a984ed4d1e2636df9fa98351b661/Mu-bao-hiem-moto-ls2-copter-of600-xam-02.jpg","70515"
"854c41fd-3c3e-35de-9c0f-9b1bc9fc5387","z7373822804413_31e6f9207f5f1d1f0bdb3150fb63515b-300x225.jpg","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","ảnh chụp mặt tiền cửa hàng BigBike","Có","http://localhost:3000/media/migration/wordpress/78/78613cc9e935331577231a36bf7c81d5e2f32d4d73e878b47c825430203225f9/z7373822804413_31e6f9207f5f1d1f0bdb3150fb63515b-300x225.jpg","24719"
"858431e4-5d91-4eb5-a54a-bbc3189f1fa6","GANG-TAY-BAO-HO-TAICHI-RST463-04.jpg","Chưa phân loại","Sản phẩm / TAICHI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2023/09/GANG-TAY-BAO-HO-TAICHI-RST463-04.jpg","111638"
"85986292-58ed-4eef-a39c-6225d40fcaa4","giay-moto-taichi-rss013-mau-olive-studio-chup-de-giay-tai-shop-bigbike.webp","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","giày bảo hộ TAICHI màu xanh rêu","Không","http://localhost:3000/media/uploads/55148ba6-bad4-47ad-8de3-e0e9b838c73c/giay-moto-taichi-rss013-mau-olive-studio-chup-de-giay-tai-shop-bigbike.webp","205626"
"85a9fa74-ed1d-42dd-b54f-bfd7b5b18284","Group-2674.png","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","biểu tượng nét vẽ mũ bảo hiểm","Không","http://localhost:3000/media/wp-uploads/2020/07/Group-2674.png","1595"
"85b6d1b7-df59-4d11-9614-3af2801f5dec","2-trang-bi-do-dung-ca-nhan.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/02/2-trang-bi-do-dung-ca-nhan.jpg","62708"
"85c2a726-acf5-3f19-a6b1-dce7b5e24263","TAICHI-RSJ335-QUICK-DRY-PARKA-01.jpg","Chưa phân loại","Sản phẩm / TAICHI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/9a/9a1a8332a2eee5735314de38378c1ae34cfc95b7363cbdca96993735450b49fc/TAICHI-RSJ335-QUICK-DRY-PARKA-01.jpg","61819"
"85caeaad-9188-3489-9987-c6e0fc467cca","6-02-01.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thu nhỏ áo khoác bảo hộ đen đỏ","Không","http://localhost:3000/media/migration/wordpress/0b/0b0cb8cf56dbdde557b0afb91b6742e5294fed31adae19728f9e82bbd5a4b17d/6-02-01.jpg","3819"
"85e71140-7ae1-4528-b0ac-f24c6b4c6f3d","unnamed-5.png","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/10/unnamed-5.png","94483"
"85f8ac22-1e70-4ae4-ac96-eefe0bc8a75e","IMG_0163-scaled.jpg","Chưa phân loại","Sản phẩm / SCS","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/03/IMG_0163-scaled.jpg","346447"
"860d6007-fedd-4e1e-a35b-5c4cb9ec35ef","scoyco.jpg","Chưa phân loại","Thương hiệu","Nhìn trực tiếp nội dung ảnh","logo thương hiệu SCOYCO","Không","http://localhost:3000/media/wp-uploads/2020/10/scoyco.jpg","7515"
"8612b18e-595d-4514-bda9-7036482ea763","Tai-nghe-tich-hop-camera-hanh-trinh.jpg","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","bộ đàm SCS S-11 màu đen","Không","http://localhost:3000/media/wp-uploads/2026/03/Tai-nghe-tich-hop-camera-hanh-trinh.jpg","28556"
"861d0607-c386-4190-9b6e-9b9431523454","rsj351gr01_1_25ss.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","người mẫu mặc áo khoác xanh lá ngồi trên mô tô","Không","http://localhost:3000/media/wp-uploads/2025/06/rsj351gr01_1_25ss.jpg","148248"
"862d850b-26b9-4250-b02f-4a20bb2eb50b","mu-bao-hiem-co-kinh-4.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/mu-bao-hiem-co-kinh-4.jpg","124387"
"8657f47a-cee5-4753-aa93-a0bee2218b4e","1.5.jpg","Chưa phân loại","Bài viết / 2022","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2022/05/1.5.jpg","13891"
"8687fac7-75ec-43ae-8b77-d48b18705085","kinh-nghiem-di-phuot-mot-minh-balo-givi.jpg","Chưa phân loại","Bài viết / 2022","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2022/11/kinh-nghiem-di-phuot-mot-minh-balo-givi.jpg","36180"
"868a1e58-b79f-4120-bb45-6907db9797a0","ars03-4809.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh cận cảnh lớp lưới thoáng khí trong áo","Có","http://localhost:3000/media/wp-uploads/2025/09/ars03-4809.jpg","59942"
"869c8211-d931-457e-9dd1-e160f2608ac9","xe-di-phuot-thumbnail.jpg","Chưa phân loại","Ảnh minh hoạ","Nhìn trực tiếp nội dung ảnh","hai người lái mô tô trên đường núi","Không","http://localhost:3000/media/wp-uploads/2024/03/xe-di-phuot-thumbnail.jpg","55670"
"86a89fe3-d56f-44a3-afc5-d401b454d382","phuot-ha-giang-16.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/04/phuot-ha-giang-16.jpg","66020"
"86d6b38b-1390-3976-ae63-cc31084f4dd2","GIAY-BAO-HO-ILM-M1005-01-1.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thu nhỏ giày bảo hộ màu đen","Không","http://localhost:3000/media/migration/wordpress/a0/a028d3e1d68199416a94fbb6e668a5d5d0a42fbca81b5afa23bc755ab8022280/GIAY-BAO-HO-ILM-M1005-01-1.jpg","1734"
"86e1d852-1eef-4ac3-8a85-1e2e224d102d","ao-bao-ho-mo-to-adventure-hevik-scorpius-hvj307m-c_c-phu-kien-giap-vai-khuy-tay-lung-chong-va-dap-level-2.webp","Chưa phân loại","Sản phẩm / HEVIK","Nhìn trực tiếp nội dung ảnh","ảnh thông số các vị trí giáp trên áo HEVIK","Không","http://localhost:3000/media/uploads/fd1f0d38-ceb7-4f95-bdfb-268c7e7dd81f/ao-bao-ho-mo-to-adventure-hevik-scorpius-hvj307m-c_c-phu-kien-giap-vai-khuy-tay-lung-chong-va-dap-level-2.webp","257728"
"86e5f423-03c5-4a50-9f3d-f4d3f5705781","kinh-nghiem-phuot-da-nang-2.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/02/kinh-nghiem-phuot-da-nang-2.jpg","84726"
"86fc6110-63e1-3e87-9b4e-beee708b7898","71BS-tcwJML._AC_SL1500_.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thông số vị trí gắn camera và đèn trên mũ","Không","http://localhost:3000/media/migration/wordpress/b9/b9395ba1c80b4938e9997d370fca785f1ce5ad68d235d6154ec6d3c75776a702/71BS-tcwJML._AC_SL1500_.jpg","123721"
"870804c2-35d3-42f3-aee8-dc6c2adfef16","6-chat-luong-ben-bi-voi-doi-giay-chuyen-dung-cho-di-phuot-ridge-v2.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/05/6-chat-luong-ben-bi-voi-doi-giay-chuyen-dung-cho-di-phuot-ridge-v2.jpg","40238"
